state,district,url,2016_republican_candidate,2016_republican_pct,2016_republican_votes,2014_republican_candidate,2014_republican_pct,2014_republican_votes,2014_democratic_candidate,2014_democratic_pct,2014_democratic_votes,2012_republican_candidate,2012_republican_pct,2012_republican_votes,2024_republican_candidate,2024_republican_pct,2024_republican_votes,2024_democratic_candidate,2024_democratic_pct,2024_democratic_votes,2022_republican_candidate,2022_republican_pct,2022_republican_votes,2022_libertarian_candidate,2022_libertarian_pct,2022_libertarian_votes,2020_republican_candidate,2020_republican_pct,2020_republican_votes,2020_democratic_candidate,2020_democratic_pct,2020_democratic_votes,2018_republican_candidate,2018_republican_pct,2018_republican_votes,2018_democratic_candidate,2018_democratic_pct,2018_democratic_votes,2016_democratic_candidate,2016_democratic_pct,2016_democratic_votes,2012_democratic_candidate,2012_democratic_pct,2012_democratic_votes,2022_democratic_candidate,2022_democratic_pct,2022_democratic_votes,2020_libertarian_candidate,2020_libertarian_pct,2020_libertarian_votes,2022_independent_candidate,2022_independent_pct,2022_independent_votes,2014_independent_candidate,2014_independent_pct,2014_independent_votes,2020_independent_candidate,2020_independent_pct,2020_independent_votes,2016_libertarian_candidate,2016_libertarian_pct,2016_libertarian_votes,2016_independent_candidate,2016_independent_pct,2016_independent_votes,2014_libertarian_candidate,2014_libertarian_pct,2014_libertarian_votes,2012_libertarian_candidate,2012_libertarian_pct,2012_libertarian_votes,2016_green_candidate,2016_green_pct,2016_green_votes,2024_independent_candidate,2024_independent_pct,2024_independent_votes,2024_green_candidate,2024_green_pct,2024_green_votes,2012_independent_candidate,2012_independent_pct,2012_independent_votes,2018_green_candidate,2018_green_pct,2018_green_votes,2012_green_candidate,2012_green_pct,2012_green_votes,2024_libertarian_candidate,2024_libertarian_pct,2024_libertarian_votes,2018_libertarian_candidate,2018_libertarian_pct,2018_libertarian_votes,2022_green_candidate,2022_green_pct,2022_green_votes,2018_independent_candidate,2018_independent_pct,2018_independent_votes,2014_green_candidate,2014_green_pct,2014_green_votes,2020_green_candidate,2020_green_pct,2020_green_votes,2012_conservative_candidate,2012_conservative_pct,2012_conservative_votes,2021_democratic_candidate,2021_democratic_pct,2021_democratic_votes,2024_conservative_candidate,2024_conservative_pct,2024_conservative_votes,2016_conservative_candidate,2016_conservative_pct,2016_conservative_votes,2021_republican_candidate,2021_republican_pct,2021_republican_votes,2021_independent_candidate,2021_independent_pct,2021_independent_votes,2021_libertarian_candidate,2021_libertarian_pct,2021_libertarian_votes,2014_conservative_candidate,2014_conservative_pct,2014_conservative_votes,2020_conservative_candidate,2020_conservative_pct,2020_conservative_votes,2022_conservative_candidate,2022_conservative_pct,2022_conservative_votes,2018_conservative_candidate,2018_conservative_pct,2018_conservative_votes,2019_republican_candidate,2019_republican_pct,2019_republican_votes,2019_democratic_candidate,2019_democratic_pct,2019_democratic_votes,2019_libertarian_candidate,2019_libertarian_pct,2019_libertarian_votes,2019_green_candidate,2019_green_pct,2019_green_votes,2023_democratic_candidate,2023_democratic_pct,2023_democratic_votes,2023_republican_candidate,2023_republican_pct,2023_republican_votes,2023_libertarian_candidate,2023_libertarian_pct,2023_libertarian_votes,2023_independent_candidate,2023_independent_pct,2023_independent_votes
Missouri,8,https://ballotpedia.org/Missouri's_8th_Congressional_District,Jason SmithIncumbent,74.4%,"229,792",Jason SmithIncumbent,66.7%,"106,124",Barbara Stocker,24.3%,"38,721",Jo Ann EmersonIncumbent,71.9%,"216,083",Jason Smith(R),76.2,"271,249",Randi McCallian(D),21.8,"77,649",Jason Smith(R),76.0,"186,472",Jim Higgins(L),2.1,"5,185",Jason Smith(R),76.9,"253,811",Kathy Ellis(D),21.4,"70,561",Jason Smith(R),73.4,"194,042",Kathy Ellis(D),25.0,"66,151",Dave Cowell,22.7%,"70,009",Jack Rushin,24.6%,"73,755",Randi McCallian(D),21.9,"53,738",Tom Schmitz(L),1.8,"5,854",,,,Terry Hampton,4.3%,"6,821",,,,Jonathan Lee Shell,2.9%,"9,070",,,,Rick Vandeven,2.4%,"3,759",Rick Vandeven,3.5%,"10,553",,,,,,,,,,,,,,,,,,,Jake Dawson(L),2.0,"7,166",Jonathan Lee Shell(L),1.6,"4,206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,1,https://ballotpedia.org/Montana's_1st_Congressional_District,,,,,,,,,,,,,Ryan K. Zinke(R),52.3,"168,529",Monica Tranel(D),44.6,"143,783",Ryan K. Zinke(R),49.6,"123,102",John Lamb(L),3.9,"9,593",,,,,,,,,,,,,,,,,,,Monica Tranel(D),46.5,"115,265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dennis Hayes(L),3.1,"9,954",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana,2,https://ballotpedia.org/Montana's_2nd_Congressional_District,,,,,,,,,,,,,Troy Downing(R),65.7,"181,832",Reilly Neill(D) (Write-in),0.4,"1,058",Matt Rosendale(R),56.6,"121,979",Sam Rankin(L),1.4,"3,018",,,,,,,,,,,,,,,,,,,Penny Ronning(D),20.2,"43,480",,,,Gary Buchanan(Independent),21.9,"47,195",,,,,,,,,,,,,,,,,,,,,,John Metzger(Independent) (Write-in),0.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,1,https://ballotpedia.org/Nebraska's_1st_Congressional_District,Jeff FortenberryIncumbent,69.5%,"189,771",Jeff FortenberryIncumbent,68.8%,"123,219",Dennis Crawford,31.2%,"55,838",Jeff FortenberryIncumbent,68.3%,"174,889",Mike Flood(R),60.1,"187,559",Carol Blood(D),39.9,"124,498",Mike Flood(R),52.7,"61,017",,,,Jeffrey Fortenberry(R),59.5,"189,006",Kate Bolz(D),37.7,"119,622",Jeffrey Fortenberry(R),60.4,"141,712",Jessica McClure(D),39.6,"93,069",Daniel Wik,30.5%,"83,467",Korey L. Reiman,31.7%,"81,206",Patty Pansing Brooks(D),47.3,"54,783",Dennis Grace(L),2.8,"8,938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,2,https://ballotpedia.org/Nebraska's_2nd_Congressional_District,Don Bacon,48.9%,"141,066",Lee TerryIncumbent,45.7%,"78,157",Brad Ashford,49%,"83,872",Lee TerryIncumbent,50.8%,"133,964",Don Bacon(R),50.9,"160,198",Tony Vargas(D),49.1,"154,369",Don Bacon(R),51.3,"112,663",,,,Don Bacon(R),50.8,"171,071",Kara Eastman(D),46.2,"155,706",Don Bacon(R),51.0,"126,715",Kara Eastman(D),49.0,"121,770",Brad AshfordIncumbent,47.7%,"137,602",John Ewing,49.2%,"129,767",Tony Vargas(D),48.7,"106,807",Tyler Schaeffer(L),3.0,"10,185",,,,,,,,,,Steven Laird,3.3%,"9,640",,,,Steven Laird,5.3%,"9,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nebraska,3,https://ballotpedia.org/Nebraska's_3rd_Congressional_District,Adrian SmithIncumbent,100%,"226,720",Adrian SmithIncumbent,75.4%,"139,440",Mark Sullivan,24.6%,"45,524",Adrian SmithIncumbent,74.2%,"187,423",Adrian Smith(R),80.4,"243,481",Daniel Ebers(D),19.6,"59,287",Adrian Smith(R),78.3,"172,700",,,,Adrian Smith(R),78.5,"225,157",Mark Elworth Jr.(D),17.7,"50,690",Adrian Smith(R),76.7,"163,650",Paul Theobald(D),23.3,"49,654",,,,Mark Sullivan,25.8%,"65,266",David J. Else(D),15.8,"34,836",Dustin Hobbs(L),3.8,"10,923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,1,https://ballotpedia.org/Nevada's_1st_Congressional_District,Mary Perry,28.8%,"54,174",Annette Teijeiro,37.9%,"30,413",Dina TitusIncumbent,56.8%,"45,643",Chris Edwards,31.5%,"56,521",Mark Robertson(R),44.5,"143,650",Dina Titus(D),52.0,"167,885",Mark Robertson(R),46.0,"103,115",Ken Cavanaugh(L),2.5,"5,534",Joyce Bentley(R),33.4,"74,490",Dina Titus(D),61.8,"137,868",Joyce Bentley(R),30.9,"46,978",Dina Titus(D),66.2,"100,707",Dina TitusIncumbent,61.9%,"116,537",Dina Titus,63.6%,"113,967",Dina Titus(D),51.6,"115,700",Robert Van Strawder(L),2.1,"4,665",,,,,,,Kamau Bakari(Independent American Party),2.8,"6,190",,,,Reuben D'Silva,7.4%,"13,897",Richard Charles,3.3%,"2,617",William Pojunis,2.6%,"4,645",,,,Bill Hoge(Independent American Party),0.8,"2,736",,,,,,,,,,,,,David Havlicek(L),0.8,"2,711",Robert Van Strawder(L),1.4,"2,062",,,,Daniel Garfield(Independent American Party),1.6,"2,454",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,2,https://ballotpedia.org/Nevada's_2nd_Congressional_District,Mark AmodeiIncumbent,58.3%,"182,676",Mark AmodeiIncumbent,65.7%,"122,402",Kristen Spees,27.9%,"52,016",Mark AmodeiIncumbent,57.6%,"162,213",Mark Amodei(R),55.0,"219,919",,,,Mark Amodei(R),59.7,"185,467",Darryl Baber(L),1.1,"3,466",Mark Amodei(R),56.5,"216,078",Patricia Ackerman(D),40.7,"155,780",Mark Amodei(R),58.2,"167,435",Clint Koble(D),41.8,"120,102",Chip Evans,36.9%,"115,722",Samuel Koepnick,36.2%,"102,019",Elizabeth Mercedes Krause(D),37.8,"117,371",,,,Russell Best(Independent American Party),1.4,"4,194",,,,Janine Hansen(Independent American Party),2.8,"10,815",,,,,,,,,,,,,,,,Lynn Chapman(Independent American Party),5.0,"19,784",,,,Michael L. Haines,4%,"11,166",,,,,,,Javi Tachiquin(L),4.0,"15,817",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,3,https://ballotpedia.org/Nevada's_3rd_Congressional_District,Danny Tarkanian,46%,"142,926",Joe HeckIncumbent,60.8%,"88,528",Erin Bilbray,36.1%,"52,644",Joe HeckIncumbent,50.4%,"137,244",Drew Johnson(R),48.6,"181,084",Susie Lee(D),51.4,"191,304",April Becker(R),48.0,"121,083",,,,Daniel Rodimer(R),45.8,"190,975",Susie Lee(D),48.8,"203,421",Danny Tarkanian(R),42.8,"122,566",Susie Lee(D),51.9,"148,501",Jacky Rosen,47.2%,"146,869",John Oceguera,42.9%,"116,823",Susie Lee(D),52.0,"131,086",Steven Brown(L),3.0,"12,315",,,,Steven St John,0.9%,"1,344",Edward Bridges II(Independent American Party),2.5,"10,541",,,,David Goossen,3.1%,"9,566",Randy Kimmick,1.1%,"1,566",,,,,,,,,,,,,Jim Murphy,4.7%,"12,856",,,,,,,,,,Steven Brown(L),1.6,"4,555",,,,Tony Gumina(Independent),0.5,"1,551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,4,https://ballotpedia.org/Nevada's_4th_Congressional_District,Cresent HardyIncumbent,44.5%,"118,328",Cresent Hardy,48.5%,"63,466",Steven HorsfordIncumbent,45.8%,"59,844",Danny Tarkanian,42.1%,"101,261",John J. Lee(R),44.6,"148,061",Steven Horsford(D),52.7,"174,926",Sam Peters(R),47.6,"105,870",,,,Jim Marchant(R),45.8,"152,284",Steven Horsford(D),50.7,"168,457",Cresent Hardy(R),43.7,"102,748",Steven Horsford(D),51.9,"121,962",Ruben Kihuen,48.5%,"128,985",Steven Horsford,50.1%,"120,501",Steven Horsford(D),52.4,"116,617",Jonathan Royce Esteban(L),2.4,"7,978",,,,,,,Barry Rubinson(Independent American Party),1.1,"3,750",Steve Brown,3.8%,"10,206",,,,Steve Brown,3.1%,"4,119",Joseph P. Silvestri,3.9%,"9,341",,,,Russell Best(Independent American Party),1.5,"4,919",,,,,,,,,,,,,Timothy Ferreira(L),1.3,"4,300",Gregg Luckner(L),0.9,"2,213",,,,Dean McGonigle(Independent),0.9,"2,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,1,https://ballotpedia.org/New_Hampshire's_1st_Congressional_District,Frank GuintaIncumbent,43%,"157,176",Frank Guinta,51.7%,"125,508",Carol Shea-PorterIncumbent,48.1%,"116,769",Frank GuintaIncumbent,46%,"158,659",Russell Prescott(R),45.9,"185,936",Chris Pappas(D),54.0,"218,577",Karoline Leavitt(R),45.9,"142,229",,,,Matt Mowers(R),46.2,"185,159",Chris Pappas(D),51.3,"205,606",Eddie Edwards(R),45.0,"130,996",Chris Pappas(D),53.6,"155,884",Carol Shea-Porter,44.3%,"162,080",Carol Shea-Porter,49.8%,"171,650",Chris Pappas(D),54.0,"167,391",Zachary Dumont(L),2.4,"9,747",,,,,,,,,,Robert Lombardo,1.5%,"5,507",Brendan Kelly,1.7%,"6,074",,,,Brandan Kelly,4.2%,"14,521",,,,,,,,,,,,,,,,,,,,,,Dan Belforti(L),1.4,"4,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Hampshire,2,https://ballotpedia.org/New_Hampshire's_2nd_Congressional_District,Jim Lawrence,45.3%,"158,825",Marilinda Garcia,44.9%,"106,871",Annie KusterIncumbent,54.9%,"130,700",Charles BassIncumbent,45.4%,"152,977",Lily Williams(R),47.0,"187,810",Maggie Goodlander(D),52.9,"211,641",Bob Burns(R),44.1,"135,579",,,,Steve Negron(R),43.7,"168,886",Annie Kuster(D),53.9,"208,289",Steve Negron(R),42.2,"117,990",Annie Kuster(D),55.5,"155,358",Annie KusterIncumbent,49.8%,"174,371",Ann McLane Kuster,50.2%,"169,275",Annie Kuster(D),55.8,"171,636",Andrew Olding(L),2.4,"9,119",,,,,,,,,,,,,John Babiarz,4.9%,"17,076",,,,Hardy Macia,4.4%,"14,936",,,,,,,,,,,,,,,,,,,,,,Justin O'Donnell(L),2.2,"6,206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,1,https://ballotpedia.org/New_Jersey's_1st_Congressional_District,Bob Patterson,36.8%,"112,388",Garry Cobb,39.4%,"64,073",Donald Norcross,57.4%,"93,315",Greg Horton,30%,"92,459",Theodore Liddell(R),40.0,"144,390",Donald Norcross(D),57.8,"208,808",Claire Gustafson(R),35.2,"78,794",Isaiah Fletcher(L),0.7,"1,546",Claire Gustafson(R),37.5,"144,463",Donald Norcross(D),62.5,"240,567",Paul Dilks(R),33.3,"87,617",Donald Norcross(D),64.4,"169,628",Donald NorcrossIncumbent,60%,"183,231",Rob AndrewsIncumbent,68.2%,"210,470",Donald Norcross(D),62.3,"139,559",,,,,,,,,,,,,Bill Sihr,0.8%,"2,410",,,,,,,,,,,,,Austin Johnson(Independent),0.6,"2,091",Robin Brownfield(G),1.6,"5,771",Margaret Chapman,0.4%,"1,177",,,,John William Reitter,1.4%,"4,413",,,,Robert Shapiro(L),1.1,"2,821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,10,https://ballotpedia.org/New_Jersey's_10th_Congressional_District,David Pinckney,11.9%,"26,450",Yolanda Dentley,12.6%,"14,154","Donald Payne, Jr.Incumbent",85.4%,"95,734",Brian Kelemen,10.5%,"24,271",,,,,,,David Pinckney(R),20.0,"25,993",Kendal Ludden(L),0.5,634,Jennifer Zinone(R),13.9,"40,298",Donald Payne Jr.(D),83.3,"241,522",Agha Khan(R),10.1,"20,191",Donald Payne Jr.(D),87.6,"175,253",Donald Payne Jr.Incumbent,85.7%,"190,856",Donald M. Payne Jr.,87.6%,"201,435",Donald Payne Jr.(D),77.6,"100,710",John Mirrione(L),0.4,"1,172",,,,,,,Akil Khalfani(Independent),1.2,"3,537",,,,,,,,,,Mick Erickson,0.5%,"1,227",,,,,,,,,,Joanne Miller,1.4%,"3,127",,,,,,,,,,Scott DiRoma(L),0.3,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,11,https://ballotpedia.org/New_Jersey's_11th_Congressional_District,Rodney FrelinghuysenIncumbent,58%,"194,299",Rodney FrelinghuysenIncumbent,62.6%,"109,455",Mark Dunec,37.4%,"65,477",Rodney FrelinghuysenIncumbent,58.8%,"182,237",Joseph Belnome(R),41.8,"164,556",Mikie Sherrill(D),56.5,"222,583",Paul DeGroot(R),40.2,"109,952",Joseph Biasco(L),0.8,"2,276",Rosemary Becchi(R),46.7,"206,013",Mikie Sherrill(D),53.3,"235,163",Jay Webber(R),42.1,"136,322",Mikie Sherrill(D),56.8,"183,684",Joseph Wenzel,38.9%,"130,162",John Arvanites,40%,"123,897",Mikie Sherrill(D),59.0,"161,436",,,,,,,,,,,,,Jeff Hetrick,1%,"3,475",,,,,,,,,,,,,,,,Lily Benavides(G),1.2,"4,780",Barry Berlin,1.2%,"3,725",,,,,,,,,,Ryan Martinez(L),0.4,"1,386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,12,https://ballotpedia.org/New_Jersey's_12th_Congressional_District,Steven Uccio,32%,"92,407",Alieta Eck,36.5%,"54,168",Bonnie Watson Coleman,61%,"90,430",Eric Beck,29.5%,"80,906",Darius Mayfield(R),36.4,"117,222",Bonnie Watson Coleman(D),61.2,"196,871",Darius Mayfield(R),35.9,"71,175",C. Lynn Genrich(L),1.0,"1,925",Mark Razzoli(R),32.6,"114,591",Bonnie Watson Coleman(D),65.6,"230,883",Daryl Kipnis(R),31.3,"79,041",Bonnie Watson Coleman(D),68.7,"173,334",Bonnie Watson ColemanIncumbent,62.9%,"181,430","Rush D. Holt, Jr.Incumbent",69.2%,"189,926",Bonnie Watson Coleman(D),63.1,"125,127",,,,,,,,,,Robert Edward Forchion Jr.(Independent),1.3,"4,512",Thomas Fitzpatrick,0.9%,"2,482",,,,,,,,,,Steven Welzer,0.7%,"2,135",,,,Kim Meudt(G),1.4,"4,652",Jack Freudenheim,0.8%,"2,261",,,,,,,Vic Kaplan(L),0.9,"2,915",,,,,,,,,,Steven Welzer,0.6%,890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,2,https://ballotpedia.org/New_Jersey's_2nd_Congressional_District,Frank LoBiondoIncumbent,59.2%,"176,338",Frank LoBiondoIncumbent,61.5%,"108,875","Bill Hughes, Jr.",37.3%,"66,026",Frank LoBiondoIncumbent,57.7%,"166,677",Jeff Van Drew(R),58.1,"215,946",Joe Salerno(D),41.2,"153,117",Jeff Van Drew(R),58.9,"139,217",Michael Gallo(L),0.8,"1,825",Jeff Van Drew(R),51.9,"195,526",Amy Kennedy(D),46.2,"173,849",Seth Grossman(R),45.2,"116,866",Jeff Van Drew(D),52.9,"136,685",David Cole,37.2%,"110,838",Cassandra Shober,40.3%,"116,462",Tim Alexander(D),40.0,"94,522",Jesse Ehrnstrom(L),0.8,"3,036",,,,Bayode Olabisi,0.3%,471,,,,John Ordille,1.3%,"3,773",,,,,,,John Ordille,0.9%,"2,699",,,,,,,Thomas Cannavo(G),0.7,"2,557",Frank Faralli Jr.,0.3%,892,,,,,,,,,,John Ordille(L),0.7,"1,726",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,3,https://ballotpedia.org/New_Jersey's_3rd_Congressional_District,Tom MacArthurIncumbent,59.3%,"194,596",Tom MacArthur,54%,"100,471",Aimee Belgard,44.4%,"82,537",Jon RunyanIncumbent,53.7%,"174,253",Rajesh Mohan(R),44.7,"169,454",Herbert C. Conaway Jr.(D),53.2,"202,034",Bob Healey(R),43.6,"118,415",Chris Russomanno(L),0.5,"1,347",David Richter(R),45.5,"196,327",Andrew Kim(D),53.2,"229,840",Tom MacArthur(R),48.7,"149,500",Andrew Kim(D),50.0,"153,473",Frederick John Lavergne,38.9%,"127,526",Shelley Adler,44.9%,"145,506",Andrew Kim(D),55.5,"150,498",,,,,,,,,,Robert Shapiro(Independent Constitution Party),0.4,"1,871",,,,,,,,,,,,,,,,,,,Steven Welzer(G),0.9,"3,478",,,,,,,,,,Chris Russomanno(L),0.5,"1,951",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,4,https://ballotpedia.org/New_Jersey's_4th_Congressional_District,Chris SmithIncumbent,63.7%,"211,992",Chris SmithIncumbent,68%,"118,826",Ruben Scolavino,31.1%,"54,415",Chris SmithIncumbent,63.7%,"195,145",Chris Smith(R),67.4,"265,652",Matthew Jenkins(D),31.7,"124,803",Chris Smith(R),66.9,"173,288",Jason Cullen(L),0.7,"1,902",Chris Smith(R),59.9,"254,103",Stephanie Schmid(D),38.3,"162,420",Chris Smith(R),55.4,"163,065",Josh Welle(D),43.1,"126,766",Lorna Phillipson,33.5%,"111,532",Brian Froelich,35.3%,"107,991",Matthew Jenkins(D),31.4,"81,233",Michael Rufo(L),0.6,"2,583",Hank Schroeder(Independent),0.3,905,,,,,,,Jeremy Marcus,1%,"3,320",,,,,,,,,,,,,,,,Barry Bendar(G),0.5,"1,823",Leonard Marshall,1%,"3,111",,,,,,,John Morrison(L),0.5,"1,950",Michael Rufo(L),0.5,"1,387",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,5,https://ballotpedia.org/New_Jersey's_5th_Congressional_District,Scott GarrettIncumbent,46.7%,"157,690",Scott GarrettIncumbent,55.4%,"104,678",Roy Cho,43.3%,"81,808",Scott GarrettIncumbent,55%,"167,501",Mary Jo Guinchard(R),43.3,"165,287",Josh Gottheimer(D),54.6,"208,359",Frank Pallotta(R),44.3,"117,873",Jeremy Marcus(L),0.4,"1,193",Frank Pallotta(R),45.6,"193,333",Josh Gottheimer(D),53.2,"225,175",John McCann(R),42.5,"128,255",Josh Gottheimer(D),56.2,"169,546",Josh Gottheimer,51.1%,"172,587",Adam Gussen,42.7%,"130,100",Josh Gottheimer(D),54.7,"145,559",,,,,,,,,,,,,Claudio Belusic,2.2%,"7,424",,,,,,,,,,,,,,,,Beau Forte(G),0.9,"3,428",,,,,,,Patricia Alessandrini,2.2%,"6,770",James Tosone(L),0.6,"2,440",James Tosone(L),0.7,"2,115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,6,https://ballotpedia.org/New_Jersey's_6th_Congressional_District,Brent Sonnek-Schmelz,34.9%,"91,908",Anthony Wilkinson,38.9%,"46,891",Frank PalloneIncumbent,59.9%,"72,190",Anna Little,35.2%,"84,360",Scott Fegler(R),40.3,"122,519",Frank Pallone Jr.(D),56.1,"170,275",Susan Kiley(R),41.0,"75,839",Tara Fisher(L),0.7,"1,361",Christian Onuoha(R),38.8,"126,760",Frank Pallone Jr.(D),61.2,"199,648",Rich Pezzullo(R),36.4,"80,443",Frank Pallone Jr.(D),63.6,"140,752",Frank PalloneIncumbent,63.7%,"167,895",Frank PalloneIncumbent,63.3%,"151,782",Frank Pallone Jr.(D),57.5,"106,238",,,,,,,,,,,,,Judi Shamy,0.7%,"1,720",,,,Dorit Goikhman,1.1%,"1,376",Len Flynn,0.6%,"1,392",Rajit Malliah,0.7%,"1,912",Fahad Akhtar(Common Sense Independent Party),1.6,"4,871",Herb Tarbous(G),1.4,"4,246",Karen Zaletel,0.4%,868,,,,,,,Matthew Amitrano(L),0.6,"1,770",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,7,https://ballotpedia.org/New_Jersey's_7th_Congressional_District,Leonard LanceIncumbent,54.1%,"185,850",Leonard LanceIncumbent,59.3%,"104,287",Janice Kovach,38.8%,"68,232",Leonard LanceIncumbent,57.2%,"175,662",Thomas Kean Jr.(R),51.8,"223,331",Susan Altman(D),46.4,"200,025",Thomas Kean Jr.(R),51.4,"159,392",,,,Thomas Kean Jr.(R),49.4,"214,318",Tom Malinowski(D),50.6,"219,629",Leonard Lance(R),46.7,"150,785",Tom Malinowski(D),51.7,"166,985",Peter Jacob,43.1%,"148,188",Upendra Chivukula,40%,"123,057",Tom Malinowski(D),48.6,"150,701",,,,,,,,,,,,,Dan O'Neill,1.6%,"5,343",,,,Jim Gawron,2%,"3,478",Patrick McKnight,1.3%,"4,078",,,,,,,Andrew Black(G),1.0,"4,258",Dennis Breen,1.5%,"4,518",Diane Moxley(G),0.8,"2,676",,,,Lana Leguia(L),0.9,"3,784",,,,,,,,,,,,,,,,,,,,,,,,,Arthur Haussmann Jr.,1.2%,"4,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Jersey,8,https://ballotpedia.org/New_Jersey's_8th_Congressional_District,Agha Khan,18.5%,"32,337",Jude Anthony Tiscornia,19%,"15,141",Albio SiresIncumbent,77.4%,"61,510",Maria Karczewski,18.9%,"31,763",Anthony Valdes(R),34.6,"68,152",Robert Menendez Jr.(D),59.2,"116,434",Marcos Arroyo(R),24.2,"23,540",Dan Delaney(L),0.7,687,Jason Mushnick(R),24.6,"58,686",Albio Sires(D),74.0,"176,758",John Muniz(R),18.7,"28,725",Albio Sires(D),78.1,"119,881",Albio SiresIncumbent,77%,"134,733",Albio SiresIncumbent,78%,"130,853",Robert Menendez Jr.(D),72.9,"70,837",Dan Delaney(L),1.4,"3,329",,,,,,,,,,Dan Delaney,2%,"3,438",,,,,,,,,,,,,,,,Christian Robbins(G),2.8,"5,465",Herbert Shaw,1.1%,"1,839",,,,,,,,,,Dan Delaney(L),0.8,"1,191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
